id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,
30603,Boys,Apparel,Bottomwear,Shorts,Maroon,Summer,2012,Sports,Nike Boys Basketball Red Shorts,
30604,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual,Nike Men Classic Jersey Black Track Pants,
30605,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012,Casual,Nike Men Classic Jersey Grey Track Pants,
30606,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Sports,Nike Men Running Blue Shorts,
30607,Men,Apparel,Bottomwear,Track Pants,Charcoal,Fall,2012,Sports,Nike Men Charcoal Track Pants,
30608,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2012,Casual,Nike Men Navy Blue Track Pants,
30609,Men,Apparel,Bottomwear,Shorts,Black,Spring,2013,Sports,Nike Men Black Shorts,
30610,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Nike Men Black Shorts,
30611,Men,Apparel,Topwear,Jackets,Grey,Summer,2012,Sports,Nike Men Grey Jacket,
30612,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Sports,Nike Boys Printed Red T-shirt,
30613,Women,Apparel,Bottomwear,Capris,Grey,Summer,2012,Sports,Nike Women Trainning Grey Capris,
30614,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Striped Black Jersey,
30615,Men,Apparel,Topwear,Jackets,Black,Summer,2012,Sports,Nike Men Black Jacket,
30616,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Sports,Nike Women Black Track Pants,
30617,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012,Sports,Nike Women Grey Track Pants,
30618,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Nike Men Printed Red T-shirt,
30619,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Printed Black T-shirt,
30620,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Sports,Nike Men Printed Green T-shirt,
30621,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Speed Black T-shirt,
30622,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Printed Blue T-shirt,
30624,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Nike Men Printed Red T-shirt,
30625,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Nike Men Printed White T-shirt,
30626,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Kobe Old Master Black T-shirt,
30627,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Sports,Nike Men Kobe Old Master Grey T-shirt,
30630,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men FCB Core Blue T-shirt,
30632,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Sports,Nike Men Challenger Spiked Yellowish Green T-shirt,
30633,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Nike Men Dark Grey T-shirt,
30634,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Nike Men Black Shorts,
30635,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Basic Crew Blue T-shirt,
30636,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Sports,Nike Women Printed Tempo Blue Shorts,
30637,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012,Sports,Nike Women Printed Tempo Red Shorts,
30638,Women,Apparel,Bottomwear,Shorts,Black,Summer,2012,Sports,Nike Women Tempo Black Shorts,
30639,Women,Apparel,Bottomwear,Shorts,Purple,Summer,2012,Sports,Nike Women Tempo Purple Shorts,
30640,Unisex,Accessories,Headwear,Caps,Black,Summer,2012,Sports,Nike Unisex Black Cap,
30641,Unisex,Accessories,Headwear,Caps,Red,Summer,2012,Sports,Nike Unisex Red Cap,
30642,Men,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Nike Men Printed White T-shirt,
30644,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Sports,Nike Men Jumbo Jumpman Polo Navy Blue T-shirt,
30645,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012,Sports,Nike Men Barca Rugby Maroon T-shirt,
30646,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual,Nike Men Barca Logo Yellow T-shirt,
30647,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men U Logo Black T-shirt,
30648,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Nike Men U Logo Red T-shirt,
30649,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Nike Women Striped Purple T-shirt,
30650,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Nike Men Printed Black T-shirt,
30651,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Sports,Nike Men Black Track Pants,
30661,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30662,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30663,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30664,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Park Avenue Men Brown Sunglasses,
30665,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30666,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30667,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Park Avenue Men Copper Sunglasses,
30668,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30669,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Park Avenue Men Steel Sunglasses,
30670,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30671,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Park Avenue Men Blue Sunglasses,
30672,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Park Avenue Men Sunglasses,
30673,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Park Avenue Men Gold Sunglasses,
30674,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Park Avenue Men Grey Sunglasses,
30675,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Park Avenue Men Steel Sunglasses,
30676,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30677,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Park Avenue Men Steel Sunglasses,
30678,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual,Park Avenue Men Navy Sunglasses,
30679,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016,Casual,Park Avenue Men Brown Sunglasses,
30680,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30681,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30682,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Park Avenue Men Brown Sunglasses,
30683,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Park Avenue Men Black Sunglasses,
30684,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Park Avenue Men Brown Sunglasses,
30690,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Flats,
30691,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Silver Heels,
30692,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Heels,
30693,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Heels,
30694,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels,
30695,Women,Footwear,Shoes,Flats,Bronze,Winter,2012,Casual,Catwalk Women Bronze toned Sandals,
30696,Women,Accessories,Bags,Clutches,Black,Summer,2012,Ethnic,Fabindia Black & Gold Conical Purse,
30705,Women,Accessories,Bags,Clutches,Orange,Summer,2012,Casual,Fabindia Women Orange Silk Purse,
30706,Women,Accessories,Bags,Clutches,Magenta,Summer,2012,Casual,Fabindia Women Magenta & Golden Potli,
30707,Women,Accessories,Bags,Clutches,Beige,Summer,2012,Casual,Fabindia Women Beige Potli,
30709,Women,Accessories,Bags,Clutches,Red,Summer,2012,Ethnic,Fabindia Red Silk Sling Purse,
30713,Women,Accessories,Bags,Clutches,Black,Summer,2012,Ethnic,Fabindia Black Silk Matka Purse,
30714,Boys,Apparel,Bottomwear,Churidar,White,Summer,2012,Ethnic,Fabindia Boys White Churidar,
30715,Boys,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012,Ethnic,Fabindia Boys Blue & Green Angarakha Dhoti Set,
30716,Boys,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012,Ethnic,Fabindia Boys Blue Dhoti Angarakha Set,
30717,Boys,Apparel,Apparel Set,Kurta Sets,Green,Summer,2012,Ethnic,Fabindia Boys Green Dhoti Angarakha Sets,
30718,Boys,Apparel,Apparel Set,Kurta Sets,Red,Summer,2012,Ethnic,Fabindia Boys Red & Beige Angarakha Dhoti Set,
30720,Boys,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Boys Printed Blue Kurta,
30721,Boys,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Boys Printed Green Kurta,
30722,Boys,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Boys Printed Maroon Kurta,
30723,Boys,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Boys Printed Blue Kurta,
30724,Boys,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Boys Printed White Kurta,
30725,Girls,Apparel,Topwear,Lehenga Choli,Pink,Summer,2012,Ethnic,Fabindia Girls Printed Pink Lehenga Choli,
30726,Girls,Apparel,Topwear,Lehenga Choli,Blue,Summer,2012,Ethnic,Fabindia Girls Printed Blue Lehenga Choli,
30727,Girls,Apparel,Bottomwear,Salwar,Green,Summer,2012,Ethnic,Fabindia Girls Green Mangalgiri Salwar,
30728,Girls,Apparel,Bottomwear,Salwar,Orange,Summer,2012,Ethnic,Fabindia Girls Orange Mangalgiri Salwar,
30729,Girls,Apparel,Bottomwear,Salwar,Blue,Summer,2012,Ethnic,Fabindia Girls Printed Blue Salwar,
30730,Girls,Apparel,Bottomwear,Salwar,Purple,Summer,2012,Ethnic,Fabindia Girls Printed Purple Salwar,
30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Summer,2012,Ethnic,Fabindia Girls Printed Magenta Salwar,
30732,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012,Ethnic,Fabindia Women Black Churidar,
30733,Men,Apparel,Bottomwear,Churidar,Off White,Summer,2012,Ethnic,Fabindia Men Off White Churidar,
30734,Men,Apparel,Bottomwear,Churidar,White,Summer,2012,Ethnic,Fabindia Men White Churidar,
30735,Men,Apparel,Bottomwear,Churidar,Beige,Summer,2012,Ethnic,Fabindia Men Beige Churidar,
30736,Men,Apparel,Bottomwear,Churidar,White,Summer,2012,Ethnic,Fabindia Men White Churidar,
30737,Men,Apparel,Topwear,Waistcoat,Red,Summer,2012,Ethnic,Fabindia Men Red Silk Sleeveless Waistcoat,
30738,Men,Apparel,Topwear,Nehru Jackets,Navy Blue,Summer,2012,Ethnic,Fabindia Men Navy Blue Bhagalpur Nehru Jacket,
30739,Men,Apparel,Topwear,Nehru Jackets,Blue,Summer,2012,Ethnic,Fabindia Men Reversible Blue Sleeveless Jacket,
30740,Men,Apparel,Topwear,Nehru Jackets,Brown,Summer,2012,Ethnic,Fabindia Men Brown Silk Sleeveless Jacket,
30741,Men,Apparel,Topwear,Nehru Jackets,Brown,Summer,2012,Ethnic,Fabindia Men Brown Silk Sleeveless Jacket,
30742,Men,Apparel,Topwear,Nehru Jackets,Blue,Summer,2012,Ethnic,Fabindia Men Striped Blue Silk Sleeveless Jacket,
30743,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Striped White Kurta,
30744,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Blue Printed Kurta,
30745,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Men Beige Ajrakh Kurta,
30746,Men,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Men Printed Maroon Kurta,
30747,Men,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Fabindia Men Striped Cream Cambric Kurta,
30748,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Striped White Kurta,
30749,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men White Kurta,
30750,Men,Apparel,Topwear,Kurtas,White,Winter,2012,Ethnic,Fabindia Men White Striped Khadi Kurta,
30751,Men,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Men Black Khadi Kurta,
30752,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Blue Khadi Kurta,
30753,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Blue Kurta,
30754,Men,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Men Check Maroon Kurta,
30755,Men,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Fabindia Men Striped Purple Khadi Kurta,
30756,Men,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Men Green Kurta,
30757,Men,Apparel,Topwear,Kurtas,Grey,Summer,2012,Ethnic,Fabindia Men Grey Mangalgiri Kurta,
30758,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Men Printed Beige & Black Kurta,
30759,Men,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Men Printed Black Kurta,
30760,Men,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Fabindia Men Printed Red Kurta,
30761,Men,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Men Printed Black Kurta,
30762,Men,Apparel,Topwear,Kurtas,Olive,Summer,2012,Ethnic,Fabindia Men Printed Olive Kurta,
30763,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Printed White Kurta,
30764,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Hand Block Printed White Kurta,
30765,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Men Beige Chikankari Silk Kurta,
30766,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Blue Matka Silk Kurta,
30767,Men,Apparel,Topwear,Kurtas,Brown,Summer,2012,Ethnic,Fabindia Men Brown Silk Kurta,
30768,Men,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Men Black Silk Kurta,
30769,Men,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Fabindia Men Mustard Matka Silk Kurta,
30770,Men,Apparel,Topwear,Kurtas,Grey,Summer,2012,Ethnic,Fabindia Men Grey Printed Silk Kurta,
30771,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,Fabindia Men Rust Tussar Silk Kurta,
30772,Men,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Fabindia Men Printed Mustard Kurta,
30773,Men,Apparel,Topwear,Kurtas,Teal,Summer,2012,Ethnic,Fabindia Men Teal Tussar Kurta,
30774,Men,Apparel,Topwear,Kurtas,Olive,Summer,2012,Ethnic,Fabindia Men Striped Olive Tussar Kurta,
30775,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men White Chikankari Kurta,
30776,Men,Apparel,Topwear,Kurtis,Maroon,Summer,2012,Ethnic,Fabindia Men Maroon Ajrak Printed Kurti,
30777,Men,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Men Striped Green Kurta,
30778,Men,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Men Khadi Green Kurta,
30779,Men,Apparel,Topwear,Kurtas,Rust,Summer,2012,Ethnic,Fabindia Men Rust Khadi Kurta,
30780,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Striped Blue Striped Kurta,
30781,Men,Apparel,Topwear,Kurtas,Yellow,Summer,2012,Ethnic,Fabindia Men Yellow Mangalgiri Kurta,
30782,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men White Mangalgiri Kurta,
30783,Men,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,Fabindia Men Striped Cream Kurta,
30784,Men,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Men Striped White Kurta,
30785,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Men Printed Blue Kurta,
30786,Men,Apparel,Topwear,Kurtas,Olive,Summer,2012,Ethnic,Fabindia Men Olive Printed Kurta,
30787,Men,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Fabindia Men Mustard Kurta,
30788,Men,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Men Black Kurta,
30789,Men,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Men Green Tussar Kurta,
30790,Men,Apparel,Topwear,Kurtas,Teal,Summer,2012,Ethnic,Fabindia Men Teal Tussar Kurta,
30791,Men,Apparel,Topwear,Kurtas,Gold,Summer,2012,Ethnic,Fabindia Men Printed Gold Tussar Kurta,
30792,Men,Apparel,Loungewear and Nightwear,Lounge Pants,White,Summer,2012,Casual,Fabindia Men White Pyjamas,
30793,Men,Apparel,Topwear,Shirts,Rust,Summer,2012,Ethnic,Fabindia Men Striped Rust Shirt,
30794,Men,Apparel,Topwear,Shirts,White,Summer,2012,Ethnic,Fabindia Men Printed White Shirt,
30795,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012,Casual,Fabindia Men Striped Yellow Shirt,
30796,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012,Ethnic,Fabindia Men Striped Maroon Shirt,
30797,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Ethnic,Fabindia Men Hand Block Printed Black Shirt,
30798,Men,Apparel,Topwear,Shirts,Beige,Summer,2012,Ethnic,Fabindia Men Beige Shirt,
30799,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Ethnic,Fabindia Men Striped Blue Shirt,
30800,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Ethnic,Fabindia Men Striped Navy Blue Shirt,
30801,Men,Apparel,Topwear,Shirts,Beige,Summer,2012,Ethnic,Fabindia Men Striped Beige Shirt,
30802,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Ethnic,Fabindia Men Blue Shirt,
30803,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Ethnic,Fabindia Men Blue Shirt,
30804,Men,Apparel,Topwear,Shirts,Rust,Summer,2012,Ethnic,Fabindia Men Rust Shirt,
30805,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Ethnic,Fabindia Men Striped Green Shirt,
30806,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual,Fabindia Men Check Brown Shirt,
30807,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Ethnic,Fabindia Men Printed Grey Tussar Shirt,
30808,Women,Apparel,Bottomwear,Churidar,Red,Summer,2012,Ethnic,Fabindia Women Red Cambric Churidar,
30809,Women,Apparel,Bottomwear,Churidar,Olive,Summer,2012,Ethnic,Fabindia Women Olive Cambric Churidar,
30810,Women,Apparel,Bottomwear,Leggings,Beige,Summer,2012,Casual,Fabindia Women Beige Leggings,
30811,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012,Ethnic,Fabindia Women Black Churidar,
30812,Women,Apparel,Bottomwear,Leggings,Maroon,Summer,2012,Ethnic,Fabindia Women Maroon Leggings,
30813,Women,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Fabindia Women White Leggings,
30814,Women,Apparel,Bottomwear,Leggings,Purple,Summer,2012,Ethnic,Fabindia Women Purple Leggings,
30815,Women,Apparel,Bottomwear,Leggings,Mustard,Summer,2012,Ethnic,Fabindia Women Mustard Leggings,
30816,Women,Apparel,Bottomwear,Leggings,Red,Summer,2012,Ethnic,Fabindia Women Red Leggings,
30817,Women,Apparel,Bottomwear,Leggings,Rust,Summer,2012,Ethnic,Fabindia Women Rust Leggings,
30818,Women,Apparel,Bottomwear,Leggings,Brown,Summer,2012,Casual,Fabindia Women Brown Leggings,
30819,Women,Apparel,Bottomwear,Leggings,Pink,Summer,2012,Ethnic,Fabindia Women Pink Leggings,
30820,Women,Apparel,Bottomwear,Leggings,Cream,Summer,2012,Ethnic,Fabindia Women Cream Leggings,
30821,Women,Apparel,Bottomwear,Churidar,Beige,Summer,2012,Ethnic,Fabindia Women Beige Mangalgiri Churidar,
30822,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012,Ethnic,Fabindia Women Black Mangalgiri Churidar,
30823,Women,Apparel,Bottomwear,Churidar,Blue,Summer,2012,Ethnic,Fabindia Women Blue Churidar,
30824,Women,Apparel,Bottomwear,Churidar,Grey,Summer,2012,Ethnic,Fabindia Women Grey Mangalgiri Churidar,
30825,Women,Apparel,Bottomwear,Churidar,Magenta,Summer,2012,Ethnic,Fabindia Women Magenta Mangalgiri Churidar,
30826,Women,Apparel,Bottomwear,Churidar,Navy Blue,Summer,2012,Ethnic,Fabindia Women Navy Blue Mangalgiri Churidar,
30827,Women,Apparel,Bottomwear,Churidar,Orange,Summer,2012,Ethnic,Fabindia Women Orange Churidar,
30828,Women,Apparel,Bottomwear,Churidar,Rust,Summer,2012,Ethnic,Fabindia Women Rust Mangalgiri Churidar,
30829,Women,Apparel,Bottomwear,Churidar,Blue,Summer,2012,Ethnic,Fabindia Women Blue Mangalgiri Churidar,
30830,Women,Apparel,Bottomwear,Churidar,White,Summer,2012,Ethnic,Fabindia Women White Churidar,
30831,Women,Apparel,Bottomwear,Churidar,Yellow,Summer,2012,Ethnic,Fabindia Women Yellow Mangalgiri Churidar,
30832,Women,Apparel,Bottomwear,Churidar,Blue,Summer,2012,Ethnic,Fabindia Women Printed Blue & Red Churidar,
30833,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Beige Kurta,
30834,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Kurta,
30835,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Fabindia Women Fushsia Pink Kurta,
30836,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Women White Chikankari Kurta,
30837,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Women White Chikankari Kurta,
30838,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Green Kurta,
30839,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Fabindia Women Pink Khadi Kurta,
30840,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Striped Black Kurta,
30841,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic,Fabindia Women Magenta Kurta,
30842,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,Fabindia Women Navy Blue Kurta,
30843,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Women Maroon Kurta,
30844,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Printed Blue Kurta,
30845,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Fabindia Women Rust Printed Kurta,
30846,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Printed Black Kurta,
30847,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Women Printed Maroon Kurta,
30848,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Women White Printed Kurta,
30849,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,Fabindia Women Navy Blue Printed Kurta,
30850,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Fabindia Women Printed Multi Coloured Kurta,
30851,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Printed Green Kurta,
30852,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Printed Beige Kurta,
30853,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Printed Green Kurta,
30854,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Beige Kurta,
30855,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Kurta,
30856,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Green Bijli Print Khadi Kurta,
30857,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Fabindia Women Red Khadi Bijli Kurta,
30858,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Fabindia Women Striped Black Kurta,
30859,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Fabindia Women Pink Kurta,
30860,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic,Fabindia Women Printed Maroon Kurta,
30861,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Fabindia Women Mustard Kurta,
30862,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Fabindia Women Orange Kurta,
30863,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Mangalgiri Kurta,
30864,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic,Fabindia Women Magenta Kurta,
30865,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,Fabindia Women Navy Blue Mangalgiri Kurta,
30866,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Fabindia Women Red Kurta,
30867,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Kurta,
30868,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012,Ethnic,Fabindia Women Off White Kurta,
30869,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Printed Beige Kurta,
30870,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012,Ethnic,Fabindia Women Printed Beige Kurta,
30871,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Printed Beige Kurta,
30872,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Beige Hand Block Printed Kurta,
30873,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012,Ethnic,Fabindia Women Printed Magenta Kurta,
30874,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Fabindia Women Printed Red Kurta,
30875,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Green Printed Kurta,
30877,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Fabindia Women Blue Printed Kurta,
